outcome,outcome_label,load_variable,load_label,term,estimate,se,z,p_value,ci_low,ci_high,n,n_clusters,n_parameters,q_value,estimate_CI
high_iauc_subject_specific,High iAUC subject-specific Q4,energy_100kcal,Energy per 100 kcal,meal_hour_cos,0.007549881117152157,0.024427098489990653,0.30907809702596595,0.7572621200591385,-0.040327231923229526,0.05542699415753384,1498,40,7,0.8113522714919341,"0.008 (-0.040, 0.055)"
high_peak_population,High peak population Q4,energy_100kcal,Energy per 100 kcal,Intercept,0.2462886931825996,0.03938047616524389,6.254081137799119,3.998630986663291e-10,0.1691029598987216,0.3234744264664776,1498,40,7,2.0992812679982278e-09,"0.246 (0.169, 0.323)"
high_peak_population,High peak population Q4,energy_100kcal,Energy per 100 kcal,energy_100kcal,0.008204416606241976,0.0038026768824017485,2.1575371402736994,0.0309638365210688,0.0007511699167345488,0.015657663295749403,1498,40,7,0.047118881662496,"0.008 (0.001, 0.016)"
high_peak_population,High peak population Q4,energy_100kcal,Energy per 100 kcal,msi_centered,0.1609409697418472,0.03979972887436871,4.043770505318549,5.259840649756212e-05,0.08293350114808454,0.2389484383356099,1498,40,7,0.0001213809380712972,"0.161 (0.083, 0.239)"
high_peak_population,High peak population Q4,energy_100kcal,Energy per 100 kcal,load_x_msi,0.000842338298917427,0.004109683459284521,0.20496427699667036,0.8376000352928583,-0.007212641281280234,0.008897317879115088,1498,40,7,0.8794800370575012,"0.001 (-0.007, 0.009)"
high_peak_population,High peak population Q4,energy_100kcal,Energy per 100 kcal,baseline_glucose_z,-0.03346517994534112,0.019021597132436698,-1.7593254505571676,0.07852224617916981,-0.07074751032491705,0.003817150434234806,1498,40,7,0.10777563201062523,"-0.033 (-0.071, 0.004)"
high_peak_population,High peak population Q4,energy_100kcal,Energy per 100 kcal,meal_hour_sin,0.1141323287662919,0.0298492412764453,3.8236257903264113,0.00013150345283790456,0.05562781586445911,0.17263684166812468,1498,40,7,0.0002630069056758091,"0.114 (0.056, 0.173)"
high_peak_population,High peak population Q4,energy_100kcal,Energy per 100 kcal,meal_hour_cos,0.022243038352234568,0.02481874169554046,0.8962194226080081,0.3701355843188584,-0.026401695371024735,0.07088777207549388,1498,40,7,0.4391439135986455,"0.022 (-0.026, 0.071)"
high_peak_absolute40,Peak delta >=40 mg/dL,energy_100kcal,Energy per 100 kcal,Intercept,0.4793954859909701,0.04727046230691699,10.14154426665764,3.6134155208529096e-24,0.3867453798694128,0.5720455921125274,1498,40,7,5.420123281279364e-23,"0.479 (0.387, 0.572)"
high_peak_absolute40,Peak delta >=40 mg/dL,energy_100kcal,Energy per 100 kcal,energy_100kcal,0.021895432373948892,0.003834233172639939,5.7105114342520515,1.1263716897029374e-08,0.014380335355574612,0.02941052939232317,1498,40,7,4.827307241584017e-08,"0.022 (0.014, 0.029)"
high_peak_absolute40,Peak delta >=40 mg/dL,energy_100kcal,Energy per 100 kcal,msi_centered,0.2493265680407281,0.06051543531573927,4.120049153407999,3.787915814770162e-05,0.13071631482187915,0.36793682125957705,1498,40,7,9.03934455797425e-05,"0.249 (0.131, 0.368)"
high_peak_absolute40,Peak delta >=40 mg/dL,energy_100kcal,Energy per 100 kcal,load_x_msi,-0.008702976051956777,0.005000434025839327,-1.740444130846417,0.08178106219937716,-0.018503826742601856,0.001097874638688304,1498,40,7,0.11151963027187795,"-0.009 (-0.019, 0.001)"
high_peak_absolute40,Peak delta >=40 mg/dL,energy_100kcal,Energy per 100 kcal,baseline_glucose_z,-0.11510435779811048,0.01907673661339523,-6.0337551506208325,1.6019273146452518e-09,-0.15249476156036512,-0.07771395403585583,1498,40,7,8.009636573226258e-09,"-0.115 (-0.152, -0.078)"
high_peak_absolute40,Peak delta >=40 mg/dL,energy_100kcal,Energy per 100 kcal,meal_hour_sin,0.12200982539893801,0.02688056713611599,4.538960237747698,5.653229392710431e-06,0.06932391381215067,0.17469573698572535,1498,40,7,1.6959688178131293e-05,"0.122 (0.069, 0.175)"
high_peak_absolute40,Peak delta >=40 mg/dL,energy_100kcal,Energy per 100 kcal,meal_hour_cos,0.06276683549260442,0.02788664557280831,2.250784710865586,0.02439917636480871,0.008109010169900135,0.11742466081530871,1498,40,7,0.03795427434525799,"0.063 (0.008, 0.117)"
