source_table,outcome,outcome_label,model,term,estimate,se,z,p_value,ci_low,ci_high,n,n_subjects,unit,q_value,estimate_CI,estimate_CI_for_table,load_variable,load_label,n_clusters,n_parameters
cg_models,peak_delta_2h,2h peak delta,macro_context_interaction,msi_core_centered,18.882586027225123,4.250744002572262,4.442183772017008,8.905045206048027e-06,10.55112778218349,27.214044272266754,1480,39.0,mg/dL,3.2058162741772895e-05,"18.883 (10.551, 27.214)","18.883 (10.551, 27.214)",,,,
cg_models,peak_delta_2h,2h peak delta,macro_context_interaction,carbs_x_msi,0.5155906458082782,0.3883804706080374,1.3275400923251477,0.1843300867377953,-0.245635076583475,1.2768163682000315,1480,39.0,mg/dL,0.2288235559503665,"0.516 (-0.246, 1.277)","0.516 (-0.246, 1.277)",,,,
cg_models,high_iauc_top_quartile,High iAUC top quartile,base_interaction,carbs_10g,0.0205140514485878,0.0038659764043116,5.306305394339388,1.1186947277655628e-07,0.0129367376961369,0.0280913652010387,1498,40.0,risk difference,6.391881972097851e-07,"0.021 (0.013, 0.028)","0.021 (0.013, 0.028)",,,,
cg_models,high_iauc_top_quartile,High iAUC top quartile,base_interaction,msi_core_centered,0.128842569224559,0.0335365650117785,3.8418534867631102,0.000122108721033,0.0631109018014731,0.194574236647645,1498,40.0,risk difference,0.0002930609304792,"0.129 (0.063, 0.195)","0.129 (0.063, 0.195)",,,,
cg_models,high_iauc_top_quartile,High iAUC top quartile,base_interaction,carbs_x_msi,0.0035852247007689,0.0047314529110312,0.7577428684559302,0.4486049302721586,-0.0056884230048522,0.0128588724063901,1498,40.0,risk difference,0.512691348882467,"0.004 (-0.006, 0.013)","0.004 (-0.006, 0.013)",,,,
cg_models,high_iauc_top_quartile,High iAUC top quartile,macro_context_interaction,carbs_10g,0.0266303085105104,0.0050239971508579,5.30062173820355,1.1540898005176677e-07,0.0167832740948288,0.036477342926192,1480,39.0,risk difference,6.391881972097851e-07,"0.027 (0.017, 0.036)","0.027 (0.017, 0.036)",,,,
cg_models,high_iauc_top_quartile,High iAUC top quartile,macro_context_interaction,msi_core_centered,0.1402068833598064,0.0353899610595202,3.961769924640522,7.439621273582185e-05,0.0708425596831468,0.2095712070364661,1480,39.0,risk difference,0.0001989443604177,"0.140 (0.071, 0.210)","0.140 (0.071, 0.210)",,,,
cg_models,high_iauc_top_quartile,High iAUC top quartile,macro_context_interaction,carbs_x_msi,0.0033979887046404,0.0046344880069381,0.7331961372115791,0.4634388109882228,-0.0056856077889582,0.0124815851982391,1480,39.0,risk difference,0.5213686623617507,"0.003 (-0.006, 0.012)","0.003 (-0.006, 0.012)",,,,
cg_models,high_peak_top_quartile,High peak top quartile,base_interaction,carbs_10g,0.0177840799642333,0.003562740876886,4.991684935497516,5.985483456456273e-07,0.0108011078455366,0.0247670520829299,1498,40.0,risk difference,2.394193382582509e-06,"0.018 (0.011, 0.025)","0.018 (0.011, 0.025)",,,,
cg_models,high_peak_top_quartile,High peak top quartile,base_interaction,msi_core_centered,0.1305676419682792,0.0345246888839408,3.781862956309301,0.0001556590543377,0.0628992517557552,0.1982360321808031,1498,40.0,risk difference,0.0003615307068489,"0.131 (0.063, 0.198)","0.131 (0.063, 0.198)",,,,
cg_models,high_peak_top_quartile,High peak top quartile,base_interaction,carbs_x_msi,0.0066765135210986,0.0044171839091789,1.5114864262782295,0.1306645643518434,-0.0019811669408921,0.0153341939830894,1498,40.0,risk difference,0.1650499760233811,"0.007 (-0.002, 0.015)","0.007 (-0.002, 0.015)",,,,
cg_models,high_peak_top_quartile,High peak top quartile,macro_context_interaction,carbs_10g,0.0247221809105242,0.0045640346804025,5.416738180513507,6.06961187534284e-08,0.0157766729369352,0.0336676888841132,1480,39.0,risk difference,4.370120550246845e-07,"0.025 (0.016, 0.034)","0.025 (0.016, 0.034)",,,,
cg_models,high_peak_top_quartile,High peak top quartile,macro_context_interaction,msi_core_centered,0.1428985711219078,0.0367103587686218,3.8925953304507184,9.917750789594166e-05,0.070946267935409,0.2148508743084065,1480,39.0,risk difference,0.0002462338127071,"0.143 (0.071, 0.215)","0.143 (0.071, 0.215)",,,,
cg_models,high_peak_top_quartile,High peak top quartile,macro_context_interaction,carbs_x_msi,0.0072469086903917,0.0043758118177349,1.6561289635492014,0.0976957050275829,-0.0013296824723687,0.0158234998531523,1480,39.0,risk difference,0.1352709761920379,"0.007 (-0.001, 0.016)","0.007 (-0.001, 0.016)",,,,
cg_load_variants,iauc_2h_per1000,2h iAUC / 1000,,Intercept,2.508381715910235,0.3189240056458517,7.865139254194807,3.6868708612440326e-15,1.8832906648443652,3.1334727669761047,1498,,,2.9495791418708046e-14,"2.508 (1.883, 3.133)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,iauc_2h_per1000,2h iAUC / 1000,,carbs_10g,0.1799839236007184,0.0197538986395981,9.111311487643611,8.139203597170625e-20,0.141266282267106,0.2187015649343309,1498,,,8.995961870557007e-19,"0.180 (0.141, 0.219)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,iauc_2h_per1000,2h iAUC / 1000,,msi_centered,1.0698402619532952,0.2700864088930977,3.961103656929091,7.46041351566415e-05,0.5404709005228236,1.5992096233837667,1498,,,0.0001684609503537,"1.070 (0.540, 1.599)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,iauc_2h_per1000,2h iAUC / 1000,,load_x_msi,0.0415313615754971,0.0269377807132426,1.541751416629518,0.1231340121698447,-0.0112666886224584,0.0943294117734526,1498,,,0.1616133909729212,"0.042 (-0.011, 0.094)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,iauc_2h_per1000,2h iAUC / 1000,,baseline_glucose_z,-0.3889761530633377,0.1242188388084797,-3.131378112969324,0.0017398799170527,-0.6324450771279579,-0.1455072289987175,1498,,,0.0030447898548422,"-0.389 (-0.632, -0.146)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,iauc_2h_per1000,2h iAUC / 1000,,meal_hour_sin,1.0251811897803966,0.3078811460870457,3.329795288895516,0.0008690985533208,0.4217341434497871,1.6286282361110065,1498,,,0.0015599204803195,"1.025 (0.422, 1.629)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,iauc_2h_per1000,2h iAUC / 1000,,meal_hour_cos,0.4093073347159572,0.2080838936375633,1.9670303528099164,0.0491797116150019,0.0014629031863331,0.8171517662455814,1498,,,0.0707379413640438,"0.409 (0.001, 0.817)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,peak_delta_2h,2h peak delta,,Intercept,44.7901067626168,4.251591417253389,10.53490384350058,5.964420118871721e-26,36.45698758480016,53.12322594043344,1498,,,1.0437735208025511e-24,"44.790 (36.457, 53.123)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,peak_delta_2h,2h peak delta,,carbs_10g,2.48417511008564,0.2940393820364745,8.448443514200717,2.952120261465597e-17,1.9078579212941504,3.06049229887713,1498,,,2.5831052287823973e-16,"2.484 (1.908, 3.060)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,peak_delta_2h,2h peak delta,,msi_centered,17.356234915913927,3.9352867743845272,4.410411721170794,1.0317426151563253e-05,9.643072838120254,25.0693969937076,1498,,,2.9279182322003824e-05,"17.356 (9.643, 25.069)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,peak_delta_2h,2h peak delta,,load_x_msi,0.4878566784156607,0.3893920740624785,1.2528675104398337,0.2102539275226646,-0.2753517867467971,1.2510651435781186,1498,,,0.2675959077561186,"0.488 (-0.275, 1.251)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,peak_delta_2h,2h peak delta,,baseline_glucose_z,-8.56592272229507,1.7998227791460355,-4.759314540045635,1.942515194160801e-06,-12.0935753694213,-5.038270075168841,1498,,,6.37387798084013e-06,"-8.566 (-12.094, -5.038)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,peak_delta_2h,2h peak delta,,meal_hour_sin,16.131733017679778,3.795175871371277,4.250589054217148,2.1320904136236022e-05,8.693188309792074,23.57027772556748,1498,,,5.394445624830801e-05,"16.132 (8.693, 23.570)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,peak_delta_2h,2h peak delta,,meal_hour_cos,6.778836804226117,2.8611236845182546,2.3692917719380286,0.0178221875355716,1.1710343825703378,12.386639225881895,1498,,,0.028569918950153,"6.779 (1.171, 12.387)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_population,High iAUC population Q4,,Intercept,0.1710216680442897,0.0396465497821595,4.313658287643669,1.6057507682290706e-05,0.093314430471257,0.2487289056173224,1498,,,4.2684514092165166e-05,"0.171 (0.093, 0.249)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_population,High iAUC population Q4,,carbs_10g,0.020514051448588,0.0038659764043116,5.306305394339434,1.1186947277652775e-07,0.0129367376961371,0.0280913652010389,1498,,,4.432564015673741e-07,"0.021 (0.013, 0.028)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_population,High iAUC population Q4,,msi_centered,0.128842569224559,0.0335365650117785,3.8418534867631102,0.000122108721033,0.0631109018014731,0.194574236647645,1498,,,0.0002465656867013,"0.129 (0.063, 0.195)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_population,High iAUC population Q4,,load_x_msi,0.0035852247007689,0.0047314529110312,0.7577428684559188,0.4486049302721653,-0.0056884230048523,0.0128588724063901,1498,,,0.5204808583268217,"0.004 (-0.006, 0.013)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_population,High iAUC population Q4,,baseline_glucose_z,-0.0347804218181927,0.0171219960114318,-2.031329863350686,0.0422215439375242,-0.0683395340005991,-0.0012213096357864,1498,,,0.0611484429440006,"-0.035 (-0.068, -0.001)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_population,High iAUC population Q4,,meal_hour_sin,0.0796217979727972,0.0321016168686754,2.4803049110741777,0.013127007575135,0.0167026289101934,0.1425409670354011,1498,,,0.0215364968029559,"0.080 (0.017, 0.143)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_population,High iAUC population Q4,,meal_hour_cos,0.0146855985125134,0.0261743156956486,0.561069052703252,0.5747504642212639,-0.0366160602509578,0.0659872572759847,1498,,,0.6454416977885851,"0.015 (-0.037, 0.066)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_subject_specific,High iAUC subject-specific Q4,,Intercept,0.1540894442862886,0.0253684992201325,6.074046515294156,1.2472657329486962e-09,0.1043671858148288,0.2038117027577485,1498,,,6.388434241932347e-09,"0.154 (0.104, 0.204)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_subject_specific,High iAUC subject-specific Q4,,carbs_10g,0.0263241189831766,0.0029540378632393,8.911232760676326,5.04682392545238e-19,0.0205342047712275,0.0321140331951257,1498,,,5.299165121724999e-18,"0.026 (0.021, 0.032)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_subject_specific,High iAUC subject-specific Q4,,msi_centered,0.027312547714166,0.0271728629918676,1.0051405964229891,0.3148291544063359,-0.0259462637498945,0.0805713591782266,1498,,,0.379966220835233,"0.027 (-0.026, 0.081)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_subject_specific,High iAUC subject-specific Q4,,load_x_msi,0.0015829980188546,0.0047671752622191,0.3320620559936766,0.7398424009273177,-0.0077606654950948,0.0109266615328041,1498,,,0.7967533548448037,"0.002 (-0.008, 0.011)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_subject_specific,High iAUC subject-specific Q4,,baseline_glucose_z,-0.0726329628037294,0.0099347082323075,-7.311031296070451,2.6509977438802173e-13,-0.0921049909390522,-0.0531609346684065,1498,,,1.686998564287411e-12,"-0.073 (-0.092, -0.053)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_subject_specific,High iAUC subject-specific Q4,,meal_hour_sin,0.0846455972907107,0.0275865032459964,3.068369939310631,0.0021522999431222,0.0305760509285576,0.1387151436528638,1498,,,0.0037047785906202,"0.085 (0.031, 0.139)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_subject_specific,High iAUC subject-specific Q4,,meal_hour_cos,0.0140129046105335,0.0248119268958891,0.5647648676917225,0.5722337061293991,-0.0346184721054091,0.0626442813264761,1498,,,0.6454416977885851,"0.014 (-0.035, 0.063)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_peak_population,High peak population Q4,,Intercept,0.196758218184019,0.0379942377747203,5.178633121966007,2.235175482224012e-07,0.122289512145567,0.271226924222471,1498,,,8.381908058340044e-07,"0.197 (0.122, 0.271)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_peak_population,High peak population Q4,,carbs_10g,0.0177840799642334,0.003562740876886,4.991684935497523,5.985483456456059e-07,0.0108011078455367,0.02476705208293,1498,,,2.094919209759621e-06,"0.018 (0.011, 0.025)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_peak_population,High peak population Q4,,msi_centered,0.1305676419682793,0.0345246888839407,3.7818629563093062,0.0001556590543377,0.0628992517557553,0.1982360321808032,1498,,,0.0003054990786067,"0.131 (0.063, 0.198)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_peak_population,High peak population Q4,,load_x_msi,0.0066765135210986,0.004417183909179,1.511486426278211,0.1306645643518482,-0.0019811669408922,0.0153341939830894,1498,,,0.1693799908264699,"0.007 (-0.002, 0.015)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_peak_population,High peak population Q4,,baseline_glucose_z,-0.031399511281194,0.0191745712783763,-1.6375600176575609,0.1015135093238566,-0.0689816709868116,0.0061826484244235,1498,,,0.1366528010128839,"-0.031 (-0.069, 0.006)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_peak_population,High peak population Q4,,meal_hour_sin,0.1087759784922917,0.029798318029096,3.6504066567139617,0.0002618254487982,0.0503712751552635,0.1671806818293198,1498,,,0.0004998485840693,"0.109 (0.050, 0.167)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_peak_population,High peak population Q4,,meal_hour_cos,0.0291518845590479,0.0256294457740028,1.137437181283809,0.2553555713986254,-0.0210818291579975,0.0793855982760935,1498,,,0.3191944642482817,"0.029 (-0.021, 0.079)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_peak_absolute40,Peak delta >=40 mg/dL,,Intercept,0.4117978662686098,0.0470602828303007,8.750433306012026,2.125350812269917e-18,0.3195597119212203,0.5040360206159994,1498,,,2.125350812269917e-17,"0.412 (0.320, 0.504)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_peak_absolute40,Peak delta >=40 mg/dL,,carbs_10g,0.0343277371590774,0.0033381772184849,10.28337769756187,8.37403700215798e-25,0.0277849098108469,0.040870564507308,1498,,,1.352729054194751e-23,"0.034 (0.028, 0.041)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_peak_absolute40,Peak delta >=40 mg/dL,,msi_centered,0.242737408667773,0.0527482519534621,4.601809532606528,4.1883613413749525e-06,0.1393508348389872,0.3461239824965588,1498,,,1.2934645318952058e-05,"0.243 (0.139, 0.346)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_peak_absolute40,Peak delta >=40 mg/dL,,load_x_msi,-0.0074340593928879,0.0039915916194268,-1.8624298529706305,0.0625425244750477,-0.0152575789669646,0.0003894601811886,1498,,,0.0875595342650667,"-0.007 (-0.015, 0.000)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_peak_absolute40,Peak delta >=40 mg/dL,,baseline_glucose_z,-0.1131777310682309,0.0191567229314621,-5.907990185646675,3.4630664524761038e-09,-0.1507249080138967,-0.0756305541225651,1498,,,1.6528271704999585e-08,"-0.113 (-0.151, -0.076)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_peak_absolute40,Peak delta >=40 mg/dL,,meal_hour_sin,0.1139076907053461,0.0271797884512969,4.190896883154767,2.778539257107884e-05,0.0606353053408042,0.1671800760698881,1498,,,6.784805162705298e-05,"0.114 (0.061, 0.167)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_peak_absolute40,Peak delta >=40 mg/dL,,meal_hour_cos,0.0648762024116902,0.0278054188615211,2.333221547022618,0.0196365205183998,0.0103775814431088,0.1193748233802716,1498,,,0.0310050323974734,"0.065 (0.010, 0.119)",,carbs_10g,Carbohydrate per 10 g,40.0,7.0
cg_load_variants,iauc_2h_per1000,2h iAUC / 1000,,Intercept,2.3892145243343874,0.303909118726257,7.861608543856981,3.7923160395481775e-15,1.7935526516309237,2.984876397037852,1497,,,2.9495791418708046e-14,"2.389 (1.794, 2.985)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
cg_load_variants,iauc_2h_per1000,2h iAUC / 1000,,available_carbs_10g,0.2182400361990666,0.0223822203416227,9.750598147459923,1.8338453591727371e-22,0.174370884329486,0.2621091880686473,1497,,,2.5673835028418322e-21,"0.218 (0.174, 0.262)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
cg_load_variants,iauc_2h_per1000,2h iAUC / 1000,,msi_centered,0.920197017948511,0.2385801015904051,3.856973032597275,0.0001147998220174,0.4525800188313169,1.3878140170657052,1497,,,0.0002386926992441,"0.920 (0.453, 1.388)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
cg_load_variants,iauc_2h_per1000,2h iAUC / 1000,,load_x_msi,0.0790798775024115,0.0328210798857553,2.409423388190616,0.015977750243763,0.014750560926331,0.143409194078492,1497,,,0.0258102119322325,"0.079 (0.015, 0.143)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
cg_load_variants,iauc_2h_per1000,2h iAUC / 1000,,baseline_glucose_z,-0.3763504057741998,0.1231143388002971,-3.0569177355098747,0.0022362563975225,-0.6176545098227822,-0.1350463017256174,1497,,,0.0038179987274775,"-0.376 (-0.618, -0.135)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
cg_load_variants,iauc_2h_per1000,2h iAUC / 1000,,meal_hour_sin,0.933690637313238,0.3032811291382236,3.078630839862439,0.0020795419139831,0.3392596242023199,1.5281216504241564,1497,,,0.0036091223300534,"0.934 (0.339, 1.528)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
cg_load_variants,iauc_2h_per1000,2h iAUC / 1000,,meal_hour_cos,0.3908242912868012,0.2132387743138644,1.8328012461352363,0.0668321337870754,-0.0271237063683731,0.8087722889419755,1497,,,0.0923338690479332,"0.391 (-0.027, 0.809)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
cg_load_variants,peak_delta_2h,2h peak delta,,Intercept,43.09175778544349,4.077434096647514,10.56835175358781,4.177723789452394e-26,35.09998695601436,51.08352861487262,1497,,,7.975654507136391e-25,"43.092 (35.100, 51.084)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
cg_load_variants,peak_delta_2h,2h peak delta,,available_carbs_10g,3.0241751695350305,0.330265634136221,9.156796399493633,5.3460810176824055e-20,2.376854526628037,3.671495812442024,1497,,,6.6039824336076785e-19,"3.024 (2.377, 3.671)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
cg_load_variants,peak_delta_2h,2h peak delta,,msi_centered,15.56088709110241,3.561625333947406,4.369040994510232,1.2479334130569626e-05,8.580101436565496,22.541672745639325,1497,,,3.403454762882625e-05,"15.561 (8.580, 22.542)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
cg_load_variants,peak_delta_2h,2h peak delta,,load_x_msi,0.9348520148502624,0.4421259050574426,2.114447500489262,0.0344770642724512,0.0682852409376747,1.8014187887628497,1497,,,0.0509872077268645,"0.935 (0.068, 1.801)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
cg_load_variants,peak_delta_2h,2h peak delta,,baseline_glucose_z,-8.38578603922389,1.7812647161167443,-4.70777081213699,2.504404470601839e-06,-11.877064882812707,-4.894507195635071,1497,,,7.96855967918767e-06,"-8.386 (-11.877, -4.895)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
cg_load_variants,peak_delta_2h,2h peak delta,,meal_hour_sin,14.857311399836432,3.753938349954041,3.957793126788651,7.56454281300531e-05,7.499592233926513,22.215030565746357,1497,,,0.0001689951053969,"14.857 (7.500, 22.215)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
cg_load_variants,peak_delta_2h,2h peak delta,,meal_hour_cos,6.520155320467197,2.9247188578845744,2.2293272062338234,0.0257921417227176,0.7877063590134306,12.252604281920965,1497,,,0.039535399720954,"6.520 (0.788, 12.253)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_population,High iAUC population Q4,,Intercept,0.1596153417801292,0.0393778455481683,4.053430033008849,5.047209997713641e-05,0.0824347645057193,0.2367959190545391,1497,,,0.0001190914718561,"0.160 (0.082, 0.237)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_population,High iAUC population Q4,,available_carbs_10g,0.0244102883047014,0.0042851252773023,5.696516840242521,1.2227981866327537e-08,0.0160114427611889,0.0328091338482139,1497,,,5.135752383857565e-08,"0.024 (0.016, 0.033)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_population,High iAUC population Q4,,msi_centered,0.1143308717737139,0.0311803966484432,3.6667548865008457,0.0002456480548397,0.0532172943427651,0.1754444492046627,1497,,,0.0004732668946454,"0.114 (0.053, 0.175)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_population,High iAUC population Q4,,load_x_msi,0.0071486310167494,0.0048702226847957,1.4678242617255803,0.1421519653811517,-0.0023970054454501,0.016694267478949,1497,,,0.1831405688959623,"0.007 (-0.002, 0.017)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_population,High iAUC population Q4,,baseline_glucose_z,-0.0334413701053275,0.0170463306030746,-1.9617928857542968,0.0497866022999234,-0.0668521780873537,-3.0562123301297595e-05,1497,,,0.0711237175713192,"-0.033 (-0.067, -0.000)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_population,High iAUC population Q4,,meal_hour_sin,0.069577948899408,0.0324860027590683,2.1417823982664563,0.0322109964804929,0.0059053834916341,0.1332505143071818,1497,,,0.0479738245454149,"0.070 (0.006, 0.133)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_population,High iAUC population Q4,,meal_hour_cos,0.0119859866101448,0.0266038201358503,0.4505362970031882,0.6523237881932945,-0.0401575008561218,0.0641294740764116,1497,,,0.7248042091036606,"0.012 (-0.040, 0.064)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_subject_specific,High iAUC subject-specific Q4,,Intercept,0.1444613678818258,0.0247752947029041,5.830863754161196,5.5141194566458195e-09,0.0959017902641336,0.1930209454995179,1497,,,2.517315404120917e-08,"0.144 (0.096, 0.193)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_subject_specific,High iAUC subject-specific Q4,,available_carbs_10g,0.0302385354540306,0.0031168179469646,9.701732975286207,2.9642051081155035e-22,0.0241295722779799,0.0363474986300812,1497,,,3.8905192044015976e-21,"0.030 (0.024, 0.036)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
cg_load_variants,high_iauc_subject_specific,High iAUC subject-specific Q4,,msi_centered,0.0169254621951373,0.0258186870140253,0.6555508491172699,0.5121131589374999,-0.0336791643523523,0.067530088742627,1497,,,0.5908997987740383,"0.017 (-0.034, 0.068)",,available_carbs_10g,Available carbohydrate per 10 g,40.0,7.0
